Accession No,CIK,Company Name,Ticker,Description,Form Type,Filing Type,Filing URL,Filed At
0001387131-20-009670,1372183,"Monaker Group, Inc. (MKGI) (CIK 0001372183)",NXTP,THIRD AMENDMENT TO MONACO TRUST NOTE,8-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1372183/000138713120009670/ex10-5.htm,2020-11-06
0001493152-23-002051,1382574,"TRxADE HEALTH, INC (MEDS) (CIK 0001382574)",MEDS,,8-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/1382574/000149315223002051/ex10-4.htm,2023-01-20
0000931731-12-000009,1373792,"CLEAN TRANSPORTATION GROUP, INC. (CIK 0001373792)",,DEFINITIVE AGREEMENT REFERENCE,8-K/A,EX-10.1,https://www.sec.gov/Archives/edgar/data/1373792/000093173112000009/ex10-1defagree.htm,2012-01-13
0001185185-12-001159,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001159/ex10-3.htm,2012-05-17
0001185185-12-001847,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001847/ex10-1.htm,2012-08-16
0001185185-12-001159,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001159/ex10-2.htm,2012-05-17
0000802851-11-000024,802851,LOGIC DEVICES Inc (CIK 0000802851),,,S-1,S-1,https://www.sec.gov/Archives/edgar/data/802851/000080285111000024/ess-1_032411.pdf,2011-03-24
0000931731-12-000016,1373792,"CLEAN TRANSPORTATION GROUP, INC. (CIK 0001373792)",,DEFINITIVE AGREEMENT REFERENCE,8-K/A,EX-10.1,https://www.sec.gov/Archives/edgar/data/1373792/000093173112000016/ex10-1defagree.htm,2012-01-19
0001016193-09-000023,1133818,BIO-PATH HOLDINGS INC (BPTH) (CIK 0001133818),BPTH,"EXHIBIT 10, DRUG PRODUCT DEVELOPMENT AND CLINICAL SUPPLY AGREEMENT",8-K,EX-10,https://www.sec.gov/Archives/edgar/data/1133818/000101619309000023/ex10.htm,2009-09-24
0001185185-13-000720,1510871,China Industrial Steel Inc. (CIK 0001510871),,,10-K,EX-10.6,https://www.sec.gov/Archives/edgar/data/1510871/000118518513000720/ex10-6.htm,2013-04-01
0001185185-12-001847,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001847/ex10-2.htm,2012-08-16
0001185185-12-001159,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001159/ex10-1.htm,2012-05-17
0001185185-12-001159,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001159/ex10-4.htm,2012-05-17
0000931731-12-000009,1373792,"CLEAN TRANSPORTATION GROUP, INC. (CIK 0001373792)",,AMENDED PROMISSORY NOTE REFERENCE,8-K/A,EX-10.3,https://www.sec.gov/Archives/edgar/data/1373792/000093173112000009/ex10-3amendedpromissorynote.htm,2012-01-13
0000931731-12-000016,1373792,"CLEAN TRANSPORTATION GROUP, INC. (CIK 0001373792)",,AMENDED PROMISSORY NOTE REFERENCE,8-K/A,EX-10.3,https://www.sec.gov/Archives/edgar/data/1373792/000093173112000016/ex10-3amendedpromissorynote.htm,2012-01-19
0001580695-20-000144,1372183,"Monaker Group, Inc. (MKGI) (CIK 0001372183)",NXTP,"SECOND AMENDMENT TO PROMISSORY NOTE ($150,000)",8-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1372183/000158069520000144/ex10-9.htm,2020-03-30
0001580695-20-000144,1372183,"Monaker Group, Inc. (MKGI) (CIK 0001372183)",NXTP,SECOND AMENDMENT TO AMENDED AND RESTATED PROMISSORY NOTE,8-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1372183/000158069520000144/ex10-3.htm,2020-03-30
0001580695-20-000144,1372183,"Monaker Group, Inc. (MKGI) (CIK 0001372183)",NXTP,"SECOND AMENDMENT TO PROMISSORY NOTE ($25,000)",8-K,EX-10.6,https://www.sec.gov/Archives/edgar/data/1372183/000158069520000144/ex10-6.htm,2020-03-30
0001493152-23-002051,1382574,"TRxADE HEALTH, INC (MEDS) (CIK 0001382574)",MEDS,,8-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/1382574/000149315223002051/ex10-10.htm,2023-01-20
0001493152-22-024846,1382574,"TRxADE HEALTH, INC (MEDS) (CIK 0001382574)",MEDS,,8-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1382574/000149315222024846/ex10-3.htm,2022-09-01
0001214782-15-000084,1334586,JAMMIN JAVA CORP. (CIK 0001334586),,"FIRST AMENDMENT TO AMENDED AND RESTATED EMPLOYMENT AGREEMENT WITH BRENT TOEVS (JUNE 30, 2015)",8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1334586/000121478215000084/ex10-2.htm,2015-08-03
0001214782-15-000084,1334586,JAMMIN JAVA CORP. (CIK 0001334586),,"FIRST AMENDMENT TO AMENDED AND RESTATED EMPLOYMENT AGREEMENT WITH ANH TRAN (JUNE 30, 2015)",8-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1334586/000121478215000084/ex10-3.htm,2015-08-03
0001437749-16-028711,1034592,OMNICOMM SYSTEMS INC (CIK 0001034592),,EXHIBIT 10.50,10-K,EX-10.50,https://www.sec.gov/Archives/edgar/data/1034592/000143774916028711/ex10-50.htm,2016-03-30
0001580695-19-000413,1372183,"Monaker Group, Inc. (MKGI) (CIK 0001372183)",NXTP,SECOND AMENDMENT TO AMENDED PROMISSORY NOTE,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1372183/000158069519000413/ex10-4.htm,2019-10-15
0000726854-11-000067,726854,CITY HOLDING CO (CHCO) (CIK 0000726854),CHCO,"PRINTABLE COPY FORM 8-K, AMENDMENTS TO EMPLOYMENT AGREEMENTS AND EXHIBITS",8-K,8-K,https://www.sec.gov/Archives/edgar/data/726854/000072685411000067/submissionpdf.pdf,2011-12-21
0001056520-10-000022,1475795,"SEA STAR GROUP, INC. (CIK 0001475795)",,LEASE,S-1/A,EX-10.5,https://www.sec.gov/Archives/edgar/data/1475795/000105652010000022/ex105lease.htm,2010-01-22
0001437749-16-031799,76267,PARK ELECTROCHEMICAL CORP (PKE) (CIK 0000076267),PKE,EXHIBIT 10.2(B),10-K,EX-10.2(B),https://www.sec.gov/Archives/edgar/data/76267/000143774916031799/ex10-2b.htm,2016-05-13
0001415408-09-000417,1413891,"Mantra Venture Group Ltd. (SGSI, SGSID) (CIK 0001413891)",HWNI,"EXTENSION OF OPTION AGREEMENT ENTERED INTO WITH SYNERGY BIOMETALS RECOVERY SYSTEMS INC. ON MAY 1, 2009.",10-K,EX-10.10,https://www.sec.gov/Archives/edgar/data/1413891/000141540809000417/ex10-10.htm,2009-09-15
0001437749-11-002374,1452583,"Crownbutte Wind Power, Inc. (CIK 0001452583)",CBMJ,PROMISSORY NOTE,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1452583/000143774911002374/ex10-21.htm,2011-04-18
0001185185-09-000336,1099290,ABLEAUCTIONS COM INC (HGLI) (CIK 0001099290),,,8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1099290/000118518509000336/ex10-2.htm,2009-04-16
0001437749-13-003530,1034592,OMNICOMM SYSTEMS INC (CIK 0001034592),,EXHIBIT 10.65,10-K,EX-10.65,https://www.sec.gov/Archives/edgar/data/1034592/000143774913003530/ex10-65.htm,2013-03-27
0001188112-10-000929,1372267,"ONE Bio, Corp. (CIK 0001372267)",,EXHIBIT 10.61,S-1/A,EX-10.61,https://www.sec.gov/Archives/edgar/data/1372267/000118811210000929/ex10-61.htm,2010-04-08
0001188112-10-000929,1372267,"ONE Bio, Corp. (CIK 0001372267)",,EXHIBIT 10.62,S-1/A,EX-10.62,https://www.sec.gov/Archives/edgar/data/1372267/000118811210000929/ex10-62.htm,2010-04-08
0001437749-14-006618,723269,IRONSTONE GROUP INC (CIK 0000723269),IRNS,EXHIBIT 10.7,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/723269/000143774914006618/ex10-7.htm,2014-04-15
0001437749-12-006951,7623,ARTS WAY MANUFACTURING CO INC (ARTW) (CIK 0000007623),ARTW,EXHIBIT 10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/7623/000143774912006951/ex10-7.htm,2012-07-16
0001185185-12-002599,1001463,"Acacia Diversified Holdings, Inc. (ACCA) (CIK 0001001463)",ACCA,,8-K,EX-10.12,https://www.sec.gov/Archives/edgar/data/1001463/000118518512002599/ex10-12.htm,2012-11-19
0001144204-08-069502,1450074,GLOBAL DYNAMICS CORP (CIK 0001450074),,,S-1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1450074/000114420408069502/ex10-1.htm,2008-12-16
0001144204-09-018482,1283193,PURE BIOFUELS CORP (CIK 0001283193),,FDS WARRANTS,8-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1283193/000114420409018482/ex10-5.htm,2009-04-02
0001185185-13-000857,1393540,IGEN NETWORKS CORP (IGEN) (CIK 0001393540),IGEN,,10-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1393540/000118518513000857/ex10-1.htm,2013-04-16
0001185185-13-000857,1393540,IGEN NETWORKS CORP (IGEN) (CIK 0001393540),IGEN,,10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1393540/000118518513000857/ex10-2.htm,2013-04-16
0001144204-06-054925,1367416,CONVENTION ALL HOLDINGS INC (CIK 0001367416),,,SB-2/A,EX-10.1,https://www.sec.gov/Archives/edgar/data/1367416/000114420406054925/ex10-1.htm,2006-12-29
0001144204-08-028880,1430452,Pansoft CO LTD (CIK 0001430452),,,S-1,EX-10.3,https://www.sec.gov/Archives/edgar/data/1430452/000114420408028880/ex10-3.htm,2008-05-14
0001437749-10-003167,1292518,Blackwater Midstream Corp. (CIK 0001292518),,EXHIBIT 10.2,8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1292518/000143774910003167/ex10-2.htm,2010-09-29
0001437749-10-003776,1258602,NELNET INC (NNI) (CIK 0001258602),NNI,"GUARANTEED PURCHASE AGREEMENT, DATED AS OF SEPTEMBER 1, 2010, BY AND BETWEEN NELNET, INC. AND UNION BANK AND TRUST COMPANY",10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1258602/000143774910003776/ex10-3.htm,2010-11-09
0001437749-12-006932,1383196,"Location Based Technologies, Inc. (CIK 0001383196)",,EXHIBIT 10.12,10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/1383196/000143774912006932/ex10-12.htm,2012-07-13
0001415408-10-000159,1399761,Global Security Agency Inc. (CIK 0001399761),,SERVICES AGREEMENT WITH JAGUAR DOWNHOLE TOOLS,8-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1399761/000141540810000159/ex10-1.htm,2010-04-09
0001214659-11-003577,1518883,CHARGER MINERALS CORP (CIK 0001518883),,"SHEEP TANKS OPTION AGREEMENT DATED MARCH 10, 2011",S-1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1518883/000121465911003577/ex10.htm,2011-10-27
0001437749-12-002982,7951,ROBERTSON GLOBAL HEALTH SOLUTIONS CORP (CIK 0000007951),,EXHIBIT 10.2,8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/7951/000143774912002982/ex10-2.htm,2012-03-29
0001144204-07-011103,1118480,CYBER DEFENSE SYSTEMS INC (CIK 0001118480),,,8-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1118480/000114420407011103/v067356_ex10-1.htm,2007-03-05
0001165527-15-000428,1609258,America Resources Exploration Inc. (PTCO) (CIK 0001609258),PTCO,,10-Q/A,EX-10.2,https://www.sec.gov/Archives/edgar/data/1609258/000116552715000428/ex10-2.htm,2015-08-24
0001183740-07-000343,1334933,URANIUM ENERGY CORP (UEC) (CIK 0001334933),UEC,,8-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1334933/000118374007000343/ex10-1.htm,2007-06-08
0001213900-14-003072,1607741,Yulong Eco-Materials Ltd (CIK 0001607741),,,DRS,EX-10.4(A),https://www.sec.gov/Archives/edgar/data/1607741/000121390014003072/filename8.htm,2014-05-09
0001437749-13-003530,1034592,OMNICOMM SYSTEMS INC (CIK 0001034592),,EXHIBIT 10.50,10-K,EX-10.50,https://www.sec.gov/Archives/edgar/data/1034592/000143774913003530/ex10-50.htm,2013-03-27
0001437749-14-001079,1063197,TORVEC INC (CRGS) (CIK 0001063197),,EXHIBIT 10.1,8-K,EX-10,https://www.sec.gov/Archives/edgar/data/1063197/000143774914001079/ex10-1.htm,2014-01-27
0001165527-16-000693,1396054,ROSTOCK VENTURES CORP (LITH) (CIK 0001396054),LITH,,8-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1396054/000116552716000693/ex10-5.htm,2016-03-17
0001415889-14-003904,1058307,"Great West Resources, Inc. (OSAT) (CIK 0001058307)",NXPL,AMENDMENT TO THE AGREEMENT BY AND BETWEEN GLOBALSTAR LLC AND GLOBALNET CORPORATION,8-K,EX-10.6,https://www.sec.gov/Archives/edgar/data/1058307/000141588914003904/ex10-6.htm,2014-12-16
0001165527-15-000616,1411179,"Red Giant Entertainment, Inc. (CIK 0001411179)",,,8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1411179/000116552715000616/ex10-2.htm,2015-12-24
0001383875-12-000010,1383875,"LRI HOLDINGS, INC. (CIK 0001383875)",,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1383875/000138387512000010/ex10-1.htm,2012-06-11
0001183740-11-000555,1329484,Zoro Mining Corp. (CIK 0001329484),,"DEBT ASSIGNMENT AGREEMENT AMONG THE COMPANY, GARESTE LIMITADA, AND HAROLD GARDNER, DATED AUGUST 17, 2009",10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1329484/000118374011000555/ex10-9.htm,2011-08-17
0001165527-15-000376,1609258,America Resources Exploration Inc. (PTCO) (CIK 0001609258),PTCO,,8-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/1609258/000116552715000376/ex10-4.htm,2015-07-31
0001437749-12-004808,831749,HELIX BIOMEDIX INC (CIK 0000831749),,EXHIBIT 10.4 (D),10-Q,EX-10.4(D),https://www.sec.gov/Archives/edgar/data/831749/000143774912004808/ex10-4d.htm,2012-05-10
0001144204-12-005969,1341293,Neogenix Oncology Inc (CIK 0001341293),,EXHIBIT 10.1,8-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1341293/000114420412005969/v301219_ex10-1.htm,2012-02-06
0001144204-12-029369,1045742,LIVEDEAL INC (LIVE) (CIK 0001045742),LIVE,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1045742/000114420412029369/v312872_ex10-1.htm,2012-05-15
0001096906-12-001190,316028,KENT FINANCIAL SERVICES INC (CIK 0000316028),,"PURCHASER'S ELECTION TO TERMINATE SALES CONTRACT DATED APRIL 3, 2012 BETWEEN KENT TEXAS PROPERTIES, LLC AND ANDREWS-DILLINGHAM PROPERTIES, LTD.",8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/316028/000109690612001190/ex10-2.htm,2012-05-04
0001165527-12-000207,1544400,American Oil & Gas Inc. (CIK 0001544400),NFTN,,S-1,EX-10.3,https://www.sec.gov/Archives/edgar/data/1544400/000116552712000207/ex10-3.htm,2012-03-16
0001387131-09-000583,1378948,TRILLIANT EXPLORATION CORP (CIK 0001378948),,REDEEMABLE DEBENTURE,8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1378948/000138713109000583/ex10-2.htm,2009-10-13
0001437749-10-002386,1308710,"Jayhawk Energy, Inc. (CIK 0001308710)",,,S-1/A,EX-10.10,https://www.sec.gov/Archives/edgar/data/1308710/000143774910002386/ex10-10.htm,2010-07-30
0001183740-10-000329,1395205,MAINLAND RESOURCES INC. (CIK 0001395205),,LETTER AGREEMENT,10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/1395205/000118374010000329/ex10-17.htm,2010-06-01
0001065059-14-000028,1065059,USEC INC (LEU) (CIK 0001065059),LEU,EXHIBIT 10.10,10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1065059/000106505914000028/ex10-10_20140331.htm,2014-05-15
0001437749-15-003976,82473,INNSUITES HOSPITALITY TRUST (IHT) (CIK 0000082473),IHT,EXHIBIT 10.1,8-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/82473/000143774915003976/ex10-1.htm,2015-03-03
0001165527-15-000127,1421981,Peer to Peer Network (CIK 0001421981),PTOP,,8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1421981/000116552715000127/ex10-2.htm,2015-03-25
0001188112-10-000929,1372267,"ONE Bio, Corp. (CIK 0001372267)",,EXHIBIT 10.59,S-1/A,EX-10.59,https://www.sec.gov/Archives/edgar/data/1372267/000118811210000929/ex10-59.htm,2010-04-08
0001185185-12-000990,1492448,"NORMAN CAY DEVELOPMENT, INC. (GRNF) (CIK 0001492448)",GRNF,,8-K/A,EX-10.06,https://www.sec.gov/Archives/edgar/data/1492448/000118518512000990/ex10-06.htm,2012-05-11
0001096906-12-001568,870743,GROEN BROTHERS AVIATION INC /UT/ (CIK 0000870743),,"FIFTEENTH AMENDMENT TO PROMISSORY NOTES DATED AS OF APRIL 20, 2012 AMONG GROEN BROTHERS AVIATION, INC. AND LENDER A NAMED THEREIN",10-Q,EX-10.17,https://www.sec.gov/Archives/edgar/data/870743/000109690612001568/ex10-17.htm,2012-05-21
0001437749-13-000128,1210618,"Solar Power, Inc. (SPI) (CIK 0001210618)",SPI,EXHIBIT 10.3,8-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1210618/000143774913000128/ex10-3.htm,2013-01-03
0001165527-15-000221,1413909,DSG Global Inc. (DSGT) (CIK 0001413909),DSGT,,8-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/1413909/000116552715000221/ex10-4.htm,2015-05-12
0001185185-12-001159,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001159/ex10-9.htm,2012-05-17
0001096906-11-002403,1524421,SpeechFX Inc (CIK 0001524421),,"RUNTIME LICENSE AGREEMENT DATED JANUARY 1, 2000 BETWEEN SMART MODULAR TECHNOLOGIES (SYSTEMS) INC. (PREDECESSOR-IN-INTEREST TO SPEECHFX, INC.), AND KINNOR SOFTWARE",10-12G/A,EX-10.6,https://www.sec.gov/Archives/edgar/data/1524421/000109690611002403/ex10-6.htm,2011-10-14
0001437749-12-006951,7623,ARTS WAY MANUFACTURING CO INC (ARTW) (CIK 0000007623),ARTW,EXHIBIT 10.8,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/7623/000143774912006951/ex10-8.htm,2012-07-16
0001096906-11-002382,870743,GROEN BROTHERS AVIATION INC /UT/ (CIK 0000870743),,"TENTH AMENDMENT TO PROMISSORY NOTES DATED AS OF MAY 6, 2011 AMONG GROEN BROTHERS AVIATION, INC. AND LENDER B NAMED THEREIN",10-K,EX-10.31,https://www.sec.gov/Archives/edgar/data/870743/000109690611002382/ex10-31.htm,2011-10-13
0001437749-15-017432,1063197,TORVEC INC (CRGS) (CIK 0001063197),,EXHIBIT 10.18,8-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1063197/000143774915017432/ex10-18.htm,2015-09-17
0001165527-11-001061,1399488,IN Media Corp (CIK 0001399488),,,10-K/A,EX-10.2,https://www.sec.gov/Archives/edgar/data/1399488/000116552711001061/ex10-2.htm,2011-11-14
0001165527-10-000877,1411586,OMNICITY CORP. (CIK 0001411586),,PROMISSORY NOTES,10-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1411586/000116552710000877/ex10-1.htm,2010-11-18
0001140361-10-014293,51011,INTERDYNE CO (ITDN) (CIK 0000051011),ITDN,EXHIBIT 10,10-K/A,EX-10,https://www.sec.gov/Archives/edgar/data/51011/000114036110014293/ex10.htm,2010-03-31
0001437749-17-012489,1018281,INTEGRAL TECHNOLOGIES INC (ITKG) (CIK 0001018281),,EXHIBIT 10.3,8-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1018281/000143774917012489/ex10-3.htm,2017-07-12
0001144204-08-039909,897893,PEERLESS SYSTEMS CORP (CIK 0000897893),,EMPLOYMENT AGREEMENT,8-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/897893/000114420408039909/ex10-3.htm,2008-07-14
0001144204-08-017096,826253,AURA SYSTEMS INC (AUSI) (CIK 0000826253),AUSI,,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/826253/000114420408017096/ex10-13.htm,2008-03-25
0001144204-07-063080,356870,"Indigo-Energy, Inc. (CIK 0000356870)",,PROMISSORY NOTE - TAMMY S. WALTER,10QSB,EX-10.3,https://www.sec.gov/Archives/edgar/data/356870/000114420407063080/ex10-3.htm,2007-11-19
0001185185-11-002281,1327238,COMPASS BIOTECHNOLOGIES INC. (CIK 0001327238),,,8-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1327238/000118518511002281/ex10-1.htm,2011-12-21
0001085037-06-002090,1172178,LIBERTY STAR GOLD CORP (LBSR) (CIK 0001172178),LBSR,EXHIBIT 10.1,8-K,EX-10,https://www.sec.gov/Archives/edgar/data/1172178/000108503706002090/ex10-1.htm,2006-10-27
0001085037-06-002002,1172178,LIBERTY STAR GOLD CORP (LBSR) (CIK 0001172178),LBSR,EXHIBIT 10.1,8-K,EX-10,https://www.sec.gov/Archives/edgar/data/1172178/000108503706002002/ex10-1.htm,2006-10-16
0000314606-09-000004,314606,GEOKINETICS INC (CIK 0000314606),,"SIXTH AMENDMENT TO SECOND AMENDED AND RESTATED REVOLVING CREDIT AND SECURITY AGREEMENT DATED FEBRUARY 11, 2009, BY AND AMONG PNC BANK, NATIONAL ASSOCIATION, GEOKINETICS INC. AND ITS PRINCIPAL SUBSIDIARIES.",8-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/314606/000031460609000004/ex10-1.htm,2009-02-18
0001130464-09-000099,1130464,BLACK HILLS CORP /SD/ (BKH) (CIK 0001130464),BKH,DIRECTORS STOCK BASED COMPENSATION PLAN,10-K,EX-10.23,https://www.sec.gov/Archives/edgar/data/1130464/000113046409000099/ex10-23_directorcompplan.htm,2009-03-02
0001130464-09-000099,1130464,BLACK HILLS CORP /SD/ (BKH) (CIK 0001130464),BKH,PEP RESTATED,10-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/1130464/000113046409000099/ex10-4_peprestated.htm,2009-03-02
0001130464-09-000099,1130464,BLACK HILLS CORP /SD/ (BKH) (CIK 0001130464),BKH,RESTORATION PLAN,10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1130464/000113046409000099/ex10-5_restorationplan.htm,2009-03-02
0001580695-20-000415,1372183,"Monaker Group, Inc. (MKGI) (CIK 0001372183)",NXTP,FOURTH AMENDMENT TO AMENDED AND RESTATED PROMISSORY NOTE,8-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1372183/000158069520000415/ex10-5.htm,2020-11-19
0001221585-04-000018,915354,OSULLIVAN INDUSTRIES HOLDINGS INC (CIK 0000915354),,"EXHIBIT 10.2, PARKER ANNOUNCEMENT",8-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/915354/000122158504000018/ex10-2parker.pdf,2004-05-18
0000840715-06-000062,840715,CLEARONE COMMUNICATIONS INC (CLRO) (CIK 0000840715),CLRO,"CLEARONE COMMUNICATIONS, INC. FORM 10-Q FOR THE PERIOD ENDED 09/30/2006",10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/840715/000084071506000062/form10-q09302006.pdf,2006-11-13
0001085037-05-001324,1176193,"BARNABUS ENERGY, INC. (CIK 0001176193)",,EXHIBIT 10.4,10KSB,EX-10,https://www.sec.gov/Archives/edgar/data/1176193/000108503705001324/ex10-4f10ksb053105.htm,2005-09-12
0001085037-05-001538,1158780,PLURISTEM LIFE SYSTEMS INC (PSTI) (CIK 0001158780),PLUR,EXHIBIT 10.1 - CONSULTING AGREEMENT,8-K,EX-10,https://www.sec.gov/Archives/edgar/data/1158780/000108503705001538/ex10-1f8k102005.htm,2005-11-01
0001387131-20-009670,1372183,"Monaker Group, Inc. (MKGI) (CIK 0001372183)",NXTP,THIRD AMENDMENT TO MONACO TRUST NOTE,8-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1372183/000138713120009670/ex10-5.htm,2020-11-06
0001493152-23-002051,1382574,"TRxADE HEALTH, INC (MEDS) (CIK 0001382574)",MEDS,,8-K,EX-10.4,https://www.sec.gov/Archives/edgar/data/1382574/000149315223002051/ex10-4.htm,2023-01-20
0000931731-12-000009,1373792,"CLEAN TRANSPORTATION GROUP, INC. (CIK 0001373792)",,DEFINITIVE AGREEMENT REFERENCE,8-K/A,EX-10.1,https://www.sec.gov/Archives/edgar/data/1373792/000093173112000009/ex10-1defagree.htm,2012-01-13
0001185185-12-001159,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001159/ex10-3.htm,2012-05-17
0001185185-12-001847,1392448,"Midas Medici Group Holdings, Inc. (CIK 0001392448)",,,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1392448/000118518512001847/ex10-1.htm,2012-08-16
